Pozicija;Dalyvis;Metai;Distancija;Laikas
  96;Vytautas Verseckas;2014;4.2;0:17:32
  97;Danielius Bondorovas;2014;4.2;0:17:33
  98;Mindaugas Senulis;2014;4.2;0:17:33
  99;Arnas Pelaitis;2014;4.2;0:17:33
  100;Andrius Naprušis;2014;4.2;0:17:34
  101;Lukas Valatka;2014;4.2;0:17:35
  102;Marius Sipas;2014;4.2;0:17:35
  103;Paulius Konstantinov;2014;4.2;0:17:37
  104;Dominykas Rabinovicius;2014;4.2;0:17:37
  105;Egidijus Lebedžinskas;2014;4.2;0:17:37
  106;Martynas Kerpe;2014;4.2;0:17:38
  107;Lukas Morkus;2014;4.2;0:17:38
  108;Lukas Rakauskas;2014;4.2;0:17:39
  109;Erikas Vinciunas;2014;4.2;0:17:40
  110;Viktoras Mažeika;2014;4.2;0:17:42
  111;Rolandas Riškus;2014;4.2;0:17:44
  112;Kristina Zajanckovskaja;2014;4.2;0:17:46
  113;Augustas Daraškevicius;2014;4.2;0:17:46
  114;Edgardas Marozas;2014;4.2;0:17:46
  115;Pavel Novicki;2014;4.2;0:17:47
  116;Darius Vaicekauskas;2014;4.2;0:17:51
  117;Aleksej Kovolenkovas;2014;4.2;0:17:51
  118;Andrius Jasiulevicius;2014;4.2;0:17:52
  119;Lukas Gaudutis;2014;4.2;0:17:53
  120;Marius Karolis Gotbergas;2014;4.2;0:17:54
  121;Darius Aleknavicius;2014;4.2;0:17:54
  122;Migle Sušinskaite;2014;4.2;0:17:55
  123;Giedrius Graževicius;2014;4.2;0:17:56
  124;Algimantas Radziunas;2014;4.2;0:17:56
  125;Vitalis Pancerevas;2014;4.2;0:17:59
  126;Lukas Lukošiunas;2014;4.2;0:18:01
  127;Domantas želvys;2014;4.2;0:18:01
  128;Dmitrij2 Nesterenko;2014;4.2;0:18:03
  129;Lukas Bukauskas;2014;4.2;0:18:03
  130;Lukas Gaigalas;2014;4.2;0:18:03
  131;Domantas Varapnickas;2014;4.2;0:18:03
  132;Arvydas Saulius;2014;4.2;0:18:04
  133;Kestutis šiauciunas;2014;4.2;0:18:05
  134;Martynas Valenta;2014;4.2;0:18:05
  135;Avgustinas Silinas;2014;4.2;0:18:05
  136;Rapolas Saulius;2014;4.2;0:18:06
  137;Julija Jaromskaite;2014;4.2;0:18:07
  138;Gabriele Paužaite;2014;4.2;0:18:08
  139;Simas Gradeckas;2014;4.2;0:18:08
  140;Justinas Zavackis;2014;4.2;0:18:09
  141;Tomas Zalatoris;2014;4.2;0:18:10
  142;Dimitrij Cernov;2014;4.2;0:18:12
  143;Dominykas Bolšakovas;2014;4.2;0:18:12
  144;Artiom Nikitin;2014;4.2;0:18:13
  145;Ruta Okulic Kazarinaite;2014;4.2;0:18:14
  146;Monika šaltenyte;2014;4.2;0:18:14
  147;Pranas Germanavicius;2014;4.2;0:18:16
  148;Jonas Tamulevicius;2014;4.2;0:18:16
  149;Tomas Kybartas;2014;4.2;0:18:16
  150;Jevgenij Kuracionok;2014;4.2;0:18:17
  151;Ruta Juskeviciute;2014;4.2;0:18:19
  152;Ernestas švedas;2014;4.2;0:18:20
  153;Dalius Virbickas;2014;4.2;0:18:20
  154;Harvey Emilija;2014;4.2;0:18:22
  155;Tadas žiaušys;2014;4.2;0:18:22
  156;Gediminas Kemzura;2014;4.2;0:18:22
  157;Saulius Aidukas;2014;4.2;0:18:24
  158;Kostas Isajevas;2014;4.2;0:18:24
  159;Adomas Klimantavicius;2014;4.2;0:18:24
  160;Lukas Malaiška;2014;4.2;0:18:24
  161;Marijus Laucevicius;2014;4.2;0:18:25
  162;Redas Dulinskas;2014;4.2;0:18:26
  163;Mantas Aleckunas;2014;4.2;0:18:28
  164;Artur Ceremisinov;2014;4.2;0:18:28
  165;Saimonas Medinis;2014;4.2;0:18:29
  166;Deividas Radžiunas;2014;4.2;0:18:30
  167;šarunas Tamkevicius;2014;4.2;0:18:32
  168;Mantas Vilniškis;2014;4.2;0:18:32
  169;Bronislovas Liunas;2014;4.2;0:18:32
  170;Matas šermukšnis;2014;4.2;0:18:33
  171;Herkus Gaidanis;2014;4.2;0:18:33
  172;Algirdas Brazauskas;2014;4.2;0:18:34
  173;Justas Budrius;2014;4.2;0:18:35
  174;Tautvydas Bagdonas;2014;4.2;0:18:35
  175;Danute Aidukonyte-Sidareviciene;2014;4.2;0:18:36
  176;Domas Krikšciunas;2014;4.2;0:18:38
  177;Lina Kulyte;2014;4.2;0:18:39
  178;Lukas Latauskas;2014;4.2;0:18:40
  179;Lukas Pernaravicius;2014;4.2;0:18:40
  180;Justas žilinskas;2014;4.2;0:18:40
  181;Ignas Maželis;2014;4.2;0:18:42
  182;Vaidas Vilda;2014;4.2;0:18:45
  183;Robertas Petrikas;2014;4.2;0:18:45
  184;Tautvydas Marušauskas;2014;4.2;0:18:45
  185;Mikas Michelevicius;2014;4.2;0:18:46
  186;šarunas Steponenas;2014;4.2;0:18:46
  187;Robertas žilinskas;2014;4.2;0:18:46
  188;žygimantas Jasinskas;2014;4.2;0:18:47
  189;Simas Vaitkus;2014;4.2;0:18:47
  190;Titas Peleckas;2014;4.2;0:18:47
  191;Audrius Gudavicius;2014;4.2;0:18:47
  192;Gintare Smelstoriute;2014;4.2;0:18:48
  193;Relindas Bertašius;2014;4.2;0:18:48
  194;Olga Afanasjeva;2014;4.2;0:18:49
  195;Saulius Petrusevicius;2014;4.2;0:18:49
  196;Edvinas Valentinovicius;2014;4.2;0:18:49
  197;Saulius Valatka;2014;4.2;0:18:52
  198;Henrikas žustautas;2014;4.2;0:18:52
  199;Lukas žukauskas;2014;4.2;0:18:52
  200;Mantas Kraujelis;2014;4.2;0:18:54
  201;Edvin Podlevskij;2014;4.2;0:18:56
  202;Jokubas Rusakevicius;2014;4.2;0:18:56
  203;Romuald Olchovik;2014;4.2;0:18:57
  204;Vilmantas Gegžna;2014;4.2;0:18:57
  205;Paulinas Drazdauskaite;2014;4.2;0:18:58
  206;Adolfas Gelgota;2014;4.2;0:18:59
  207;Povilas Zaliauskas;2014;4.2;0:19:00
  208;Donatas Budvytis;2014;4.2;0:19:01
  209;Evald Versocki;2014;4.2;0:19:03
  210;LAURYNAS MILEVSKIS;2014;4.2;0:19:04
  211;Lukas Andriejunas;2014;4.2;0:19:05
  212;Aušrine Maurukaite;2014;4.2;0:19:07
  213;Tadas Jasas;2014;4.2;0:19:07
  214;Lukas Miliauskas;2014;4.2;0:19:07
  215;Dominykas Makunas;2014;4.2;0:19:07
  216;Giedrius Ledas;2014;4.2;0:19:08
  217;Julius Mataciunas;2014;4.2;0:19:09
  218;giedrius jankauskas;2014;4.2;0:19:10
  219;Gediminas Dragašius;2014;4.2;0:19:10
  220;Evaldas Cerniauskas;2014;4.2;0:19:12
  221;Kristina Gudaityte;2014;4.2;0:19:12
  222;Simonas Katinas;2014;4.2;0:19:13
  223;Albertas Skirpstas;2014;4.2;0:19:14
  224;Aidas Knistautas;2014;4.2;0:19:14
  225;Mindaugas Marcinkevicius;2014;4.2;0:19:14
  226;Povilas šulcas;2014;4.2;0:19:14
  227;Tomas Adomaitis;2014;4.2;0:19:14
  228;Matas Tošlenas;2014;4.2;0:19:15
  229;Aleksandras Cicasovas;2014;4.2;0:19:17
  230;Simonas Dambrauskas;2014;4.2;0:19:18
  231;Martynas Rimkevicius;2014;4.2;0:19:19
  232;Agne Ganyte;2014;4.2;0:19:19
  233;Andrius Statkus;2014;4.2;0:19:21
  234;žydrunas Lukauskas;2014;4.2;0:19:21
  235;Teodoras Kasteckas;2014;4.2;0:19:21
  236;Daniel Galovacki;2014;4.2;0:19:21
  237;Modestas Bastys;2014;4.2;0:19:21
  238;Darius Lukšys;2014;4.2;0:19:22
  239;Tadas2 Pigaga;2014;4.2;0:19:22
  240;Joris Makauskis;2014;4.2;0:19:22
  241;Rima Raišelyte;2014;4.2;0:19:22
  242;Elvinas Valenas;2014;4.2;0:19:23
  243;Karolis Kalvaitis;2014;4.2;0:19:24
  244;Jolanta Verseckaite;2014;4.2;0:19:25
  245;Kotryna Teterevkova;2014;4.2;0:19:25
  246;Ieva Visokaviciute;2014;4.2;0:19:25
  247;Albert Romanovski;2014;4.2;0:19:25
  248;Dominykas Kriauza;2014;4.2;0:19:25
  249;Romas Tamoševicius;2014;4.2;0:19:26
  250;Titas Bukšnys;2014;4.2;0:19:27
